      a          H  rho/3H^2 -1   P_f/E_f    K_f/E_f    G_f/E_f            mean_fields            rms_fields
   6.04198  0.257E-05 -0.286E-11  0.106E-06   1.00      0.318E-11  0.532E-02 -0.367E-15  0.402E-07  0.428E-07
   6.06447  0.254E-05 -0.289E-11  0.278E-07   1.00      0.320E-11 -0.378E-02 -0.405E-15  0.400E-07  0.432E-07
   6.08688  0.251E-05 -0.286E-11  0.374E-05   1.00      0.323E-11 -0.128E-01 -0.442E-15  0.399E-07  0.436E-07
   6.10920  0.248E-05 -0.293E-11  0.319E-04   1.00      0.324E-11 -0.218E-01 -0.480E-15  0.397E-07  0.438E-07
   6.13144  0.246E-05 -0.293E-11  0.128E-03   1.00      0.325E-11 -0.307E-01 -0.517E-15  0.395E-07  0.440E-07
   6.15360  0.243E-05 -0.295E-11  0.361E-03   1.00      0.326E-11 -0.395E-01 -0.553E-15  0.394E-07  0.441E-07
   6.17568  0.240E-05 -0.297E-11  0.823E-03  0.999      0.326E-11 -0.483E-01 -0.587E-15  0.392E-07  0.440E-07
   6.19769  0.238E-05 -0.303E-11  0.163E-02  0.998      0.326E-11 -0.570E-01 -0.615E-15  0.391E-07  0.438E-07
   6.21961  0.235E-05 -0.307E-11  0.293E-02  0.997      0.326E-11 -0.656E-01 -0.636E-15  0.389E-07  0.434E-07
   6.24146  0.233E-05 -0.307E-11  0.489E-02  0.995      0.325E-11 -0.742E-01 -0.647E-15  0.388E-07  0.429E-07
   6.26324  0.230E-05 -0.312E-11  0.771E-02  0.992      0.323E-11 -0.827E-01 -0.645E-15  0.386E-07  0.421E-07
   6.28494  0.228E-05 -0.315E-11  0.116E-01  0.988      0.322E-11 -0.911E-01 -0.629E-15  0.385E-07  0.410E-07
   6.30656  0.226E-05 -0.319E-11  0.168E-01  0.983      0.320E-11 -0.995E-01 -0.597E-15  0.383E-07  0.397E-07
   6.32812  0.223E-05 -0.324E-11  0.236E-01  0.976      0.319E-11 -0.108     -0.548E-15  0.381E-07  0.383E-07
   6.34961  0.221E-05 -0.330E-11  0.323E-01  0.968      0.317E-11 -0.116     -0.481E-15  0.380E-07  0.367E-07
   6.37104  0.219E-05 -0.333E-11  0.431E-01  0.957      0.316E-11 -0.124     -0.397E-15  0.378E-07  0.351E-07
   6.39240  0.217E-05 -0.340E-11  0.564E-01  0.944      0.315E-11 -0.132     -0.295E-15  0.377E-07  0.336E-07
   6.41370  0.215E-05 -0.344E-11  0.725E-01  0.928      0.313E-11 -0.140     -0.177E-15  0.375E-07  0.325E-07
   6.43495  0.213E-05 -0.344E-11  0.916E-01  0.908      0.311E-11 -0.148     -0.494E-16  0.374E-07  0.318E-07
   6.45615  0.211E-05 -0.346E-11  0.114      0.886      0.310E-11 -0.155      0.820E-16  0.372E-07  0.317E-07
   6.47730  0.209E-05 -0.346E-11  0.140      0.860      0.308E-11 -0.163      0.206E-15  0.370E-07  0.320E-07
   6.49841  0.208E-05 -0.344E-11  0.170      0.830      0.306E-11 -0.170      0.311E-15  0.369E-07  0.325E-07
   6.51949  0.206E-05 -0.342E-11  0.203      0.797      0.304E-11 -0.177      0.383E-15  0.367E-07  0.328E-07
   6.54054  0.204E-05 -0.339E-11  0.241      0.759      0.302E-11 -0.184      0.412E-15  0.365E-07  0.326E-07
   6.56158  0.203E-05 -0.338E-11  0.282      0.718      0.299E-11 -0.191      0.391E-15  0.364E-07  0.317E-07
   6.58260  0.202E-05 -0.335E-11  0.327      0.673      0.297E-11 -0.198      0.322E-15  0.362E-07  0.304E-07
   6.60362  0.200E-05 -0.336E-11  0.376      0.624      0.294E-11 -0.204      0.211E-15  0.361E-07  0.290E-07
   6.62465  0.199E-05 -0.333E-11  0.427      0.573      0.291E-11 -0.210      0.715E-16  0.359E-07  0.280E-07
   6.64570  0.198E-05 -0.321E-11  0.481      0.519      0.288E-11 -0.216     -0.780E-16  0.357E-07  0.277E-07
   6.66678  0.197E-05 -0.309E-11  0.536      0.464      0.286E-11 -0.221     -0.216E-15  0.355E-07  0.282E-07
   6.68790  0.197E-05 -0.305E-11  0.592      0.408      0.282E-11 -0.226     -0.320E-15  0.354E-07  0.288E-07
   6.70907  0.196E-05 -0.298E-11  0.648      0.352      0.278E-11 -0.231     -0.370E-15  0.352E-07  0.290E-07
   6.73030  0.195E-05 -0.289E-11  0.704      0.296      0.274E-11 -0.235     -0.355E-15  0.351E-07  0.285E-07
   6.75161  0.195E-05 -0.279E-11  0.757      0.243      0.271E-11 -0.239     -0.275E-15  0.350E-07  0.274E-07
   6.77301  0.194E-05 -0.268E-11  0.807      0.193      0.268E-11 -0.243     -0.140E-15  0.349E-07  0.262E-07
   6.79450  0.194E-05 -0.263E-11  0.853      0.147      0.266E-11 -0.246      0.227E-16  0.348E-07  0.257E-07
   6.81610  0.194E-05 -0.253E-11  0.894      0.106      0.262E-11 -0.249      0.181E-15  0.346E-07  0.260E-07
   6.83781  0.194E-05 -0.249E-11  0.929      0.710E-01  0.257E-11 -0.251      0.301E-15  0.344E-07  0.267E-07
   6.85965  0.193E-05 -0.244E-11  0.958      0.424E-01  0.252E-11 -0.253      0.358E-15  0.343E-07  0.271E-07
   6.88161  0.193E-05 -0.240E-11  0.979      0.209E-01  0.248E-11 -0.254      0.338E-15  0.341E-07  0.268E-07
   6.90372  0.193E-05 -0.238E-11  0.993      0.681E-02  0.245E-11 -0.255      0.245E-15  0.339E-07  0.258E-07
   6.92596  0.193E-05 -0.235E-11   1.00      0.423E-03  0.242E-11 -0.256      0.987E-16  0.338E-07  0.248E-07
   6.94835  0.193E-05 -0.233E-11  0.998      0.169E-02  0.238E-11 -0.256     -0.686E-16  0.338E-07  0.246E-07
   6.97089  0.193E-05 -0.230E-11  0.990      0.104E-01  0.236E-11 -0.255     -0.219E-15  0.338E-07  0.253E-07
   6.99356  0.193E-05 -0.228E-11  0.974      0.263E-01  0.234E-11 -0.254     -0.317E-15  0.337E-07  0.261E-07
   7.01638  0.193E-05 -0.228E-11  0.951      0.489E-01  0.232E-11 -0.253     -0.342E-15  0.337E-07  0.264E-07
   7.03934  0.193E-05 -0.227E-11  0.922      0.775E-01  0.229E-11 -0.251     -0.290E-15  0.335E-07  0.258E-07
   7.06243  0.193E-05 -0.229E-11  0.888      0.112      0.226E-11 -0.248     -0.175E-15  0.334E-07  0.248E-07
   7.08565  0.193E-05 -0.230E-11  0.850      0.150      0.223E-11 -0.245     -0.266E-16  0.332E-07  0.242E-07
   7.10898  0.192E-05 -0.236E-11  0.807      0.193      0.221E-11 -0.242      0.123E-15  0.331E-07  0.246E-07
   7.13243  0.192E-05 -0.240E-11  0.762      0.238      0.221E-11 -0.238      0.243E-15  0.330E-07  0.256E-07
   7.15597  0.192E-05 -0.245E-11  0.714      0.286      0.220E-11 -0.234      0.314E-15  0.329E-07  0.264E-07
   7.17961  0.191E-05 -0.249E-11  0.665      0.335      0.220E-11 -0.229      0.323E-15  0.328E-07  0.265E-07
   7.20332  0.190E-05 -0.259E-11  0.615      0.385      0.219E-11 -0.225      0.273E-15  0.328E-07  0.258E-07
   7.22709  0.189E-05 -0.264E-11  0.564      0.436      0.219E-11 -0.219      0.173E-15  0.328E-07  0.250E-07
   7.25092  0.189E-05 -0.270E-11  0.515      0.485      0.220E-11 -0.214      0.416E-16  0.327E-07  0.247E-07
   7.27480  0.188E-05 -0.274E-11  0.466      0.534      0.222E-11 -0.208     -0.982E-16  0.326E-07  0.251E-07
   7.29870  0.187E-05 -0.275E-11  0.420      0.580      0.223E-11 -0.202     -0.224E-15  0.326E-07  0.261E-07
   7.32263  0.186E-05 -0.275E-11  0.375      0.625      0.223E-11 -0.196     -0.316E-15  0.325E-07  0.270E-07
   7.34656  0.184E-05 -0.279E-11  0.332      0.668      0.224E-11 -0.190     -0.362E-15  0.324E-07  0.275E-07
   7.37050  0.183E-05 -0.289E-11  0.292      0.708      0.226E-11 -0.183     -0.358E-15  0.323E-07  0.274E-07
   7.39442  0.182E-05 -0.294E-11  0.255      0.745      0.229E-11 -0.176     -0.308E-15  0.322E-07  0.269E-07
   7.41833  0.181E-05 -0.299E-11  0.220      0.780      0.232E-11 -0.169     -0.220E-15  0.322E-07  0.264E-07
   7.44221  0.179E-05 -0.304E-11  0.189      0.811      0.234E-11 -0.162     -0.107E-15  0.321E-07  0.261E-07
   7.46606  0.178E-05 -0.303E-11  0.160      0.840      0.237E-11 -0.155      0.181E-16  0.320E-07  0.263E-07
   7.48987  0.176E-05 -0.309E-11  0.135      0.865      0.240E-11 -0.148      0.141E-15  0.319E-07  0.270E-07
   7.51363  0.175E-05 -0.308E-11  0.112      0.888      0.243E-11 -0.141      0.252E-15  0.319E-07  0.280E-07
   7.53735  0.173E-05 -0.308E-11  0.920E-01  0.908      0.247E-11 -0.133      0.341E-15  0.318E-07  0.290E-07
   7.56101  0.172E-05 -0.312E-11  0.746E-01  0.925      0.251E-11 -0.126      0.405E-15  0.317E-07  0.299E-07
   7.58461  0.170E-05 -0.311E-11  0.597E-01  0.940      0.256E-11 -0.119      0.443E-15  0.316E-07  0.304E-07
   7.60815  0.169E-05 -0.315E-11  0.470E-01  0.953      0.259E-11 -0.111      0.456E-15  0.316E-07  0.306E-07
   7.63163  0.167E-05 -0.317E-11  0.363E-01  0.964      0.263E-11 -0.104      0.449E-15  0.315E-07  0.306E-07
   7.65505  0.166E-05 -0.319E-11  0.275E-01  0.972      0.267E-11 -0.965E-01  0.424E-15  0.315E-07  0.303E-07
   7.67840  0.164E-05 -0.322E-11  0.204E-01  0.980      0.271E-11 -0.891E-01  0.385E-15  0.314E-07  0.301E-07
   7.70168  0.163E-05 -0.325E-11  0.147E-01  0.985      0.276E-11 -0.818E-01  0.336E-15  0.313E-07  0.298E-07
   7.72490  0.162E-05 -0.329E-11  0.103E-01  0.990      0.281E-11 -0.744E-01  0.279E-15  0.313E-07  0.297E-07
   7.74805  0.160E-05 -0.330E-11  0.693E-02  0.993      0.285E-11 -0.671E-01  0.217E-15  0.312E-07  0.298E-07
   7.77113  0.159E-05 -0.328E-11  0.446E-02  0.996      0.290E-11 -0.599E-01  0.151E-15  0.311E-07  0.300E-07
   7.79415  0.157E-05 -0.333E-11  0.271E-02  0.997      0.294E-11 -0.526E-01  0.833E-16  0.310E-07  0.303E-07
   7.81709  0.156E-05 -0.331E-11  0.153E-02  0.998      0.297E-11 -0.454E-01  0.139E-16  0.309E-07  0.309E-07
   7.83998  0.155E-05 -0.332E-11  0.787E-03  0.999      0.301E-11 -0.383E-01 -0.565E-16  0.308E-07  0.316E-07
   7.86279  0.153E-05 -0.336E-11  0.352E-03   1.00      0.305E-11 -0.312E-01 -0.127E-15  0.307E-07  0.324E-07
   7.88554  0.152E-05 -0.338E-11  0.128E-03   1.00      0.309E-11 -0.241E-01 -0.198E-15  0.307E-07  0.332E-07
   7.90822  0.151E-05 -0.340E-11  0.327E-04   1.00      0.313E-11 -0.171E-01 -0.267E-15  0.306E-07  0.342E-07
   7.93084  0.149E-05 -0.340E-11  0.403E-05   1.00      0.317E-11 -0.101E-01 -0.337E-15  0.305E-07  0.352E-07
   7.95339  0.148E-05 -0.341E-11  0.374E-07   1.00      0.320E-11 -0.311E-02 -0.406E-15  0.305E-07  0.362E-07
   7.97588  0.147E-05 -0.343E-11  0.850E-07   1.00      0.322E-11  0.380E-02 -0.474E-15  0.304E-07  0.372E-07
   7.99831  0.146E-05 -0.347E-11  0.537E-05   1.00      0.324E-11  0.107E-01 -0.542E-15  0.303E-07  0.382E-07
   8.02067  0.144E-05 -0.351E-11  0.395E-04   1.00      0.325E-11  0.175E-01 -0.609E-15  0.302E-07  0.391E-07
   8.04298  0.143E-05 -0.353E-11  0.149E-03   1.00      0.326E-11  0.243E-01 -0.674E-15  0.301E-07  0.400E-07
   8.06522  0.142E-05 -0.354E-11  0.405E-03   1.00      0.326E-11  0.311E-01 -0.737E-15  0.300E-07  0.408E-07
   8.08740  0.141E-05 -0.357E-11  0.901E-03  0.999      0.326E-11  0.378E-01 -0.796E-15  0.299E-07  0.415E-07
   8.10951  0.140E-05 -0.362E-11  0.176E-02  0.998      0.326E-11  0.445E-01 -0.848E-15  0.299E-07  0.420E-07
   8.13157  0.139E-05 -0.364E-11  0.312E-02  0.997      0.325E-11  0.511E-01 -0.892E-15  0.298E-07  0.422E-07
   8.15357  0.137E-05 -0.366E-11  0.515E-02  0.995      0.323E-11  0.577E-01 -0.924E-15  0.297E-07  0.420E-07
   8.17551  0.136E-05 -0.373E-11  0.805E-02  0.992      0.321E-11  0.643E-01 -0.941E-15  0.296E-07  0.414E-07
   8.19740  0.135E-05 -0.373E-11  0.120E-01  0.988      0.319E-11  0.708E-01 -0.938E-15  0.295E-07  0.403E-07
   8.21923  0.134E-05 -0.383E-11  0.173E-01  0.983      0.317E-11  0.773E-01 -0.912E-15  0.295E-07  0.387E-07
   8.24100  0.133E-05 -0.387E-11  0.242E-01  0.976      0.315E-11  0.837E-01 -0.860E-15  0.294E-07  0.365E-07
   8.26272  0.132E-05 -0.396E-11  0.329E-01  0.967      0.312E-11  0.901E-01 -0.780E-15  0.293E-07  0.338E-07
   8.28439  0.131E-05 -0.401E-11  0.438E-01  0.956      0.310E-11  0.964E-01 -0.672E-15  0.292E-07  0.309E-07
   8.30601  0.130E-05 -0.405E-11  0.571E-01  0.943      0.307E-11  0.103     -0.538E-15  0.291E-07  0.280E-07
   8.32758  0.129E-05 -0.408E-11  0.731E-01  0.927      0.305E-11  0.109     -0.380E-15  0.290E-07  0.258E-07
   8.34911  0.128E-05 -0.407E-11  0.921E-01  0.908      0.302E-11  0.115     -0.202E-15  0.288E-07  0.248E-07
   8.37060  0.127E-05 -0.407E-11  0.114      0.886      0.301E-11  0.121     -0.107E-16  0.287E-07  0.252E-07
   8.39205  0.127E-05 -0.404E-11  0.140      0.860      0.299E-11  0.127      0.182E-15  0.286E-07  0.268E-07
   8.41347  0.126E-05 -0.399E-11  0.170      0.830      0.298E-11  0.132      0.362E-15  0.285E-07  0.288E-07
   8.43487  0.125E-05 -0.390E-11  0.203      0.797      0.296E-11  0.138      0.510E-15  0.284E-07  0.303E-07
   8.45624  0.124E-05 -0.390E-11  0.240      0.760      0.294E-11  0.143      0.610E-15  0.283E-07  0.306E-07
   8.47760  0.124E-05 -0.389E-11  0.280      0.720      0.292E-11  0.149      0.646E-15  0.282E-07  0.296E-07
   8.49895  0.123E-05 -0.387E-11  0.325      0.675      0.289E-11  0.154      0.609E-15  0.281E-07  0.273E-07
   8.52030  0.122E-05 -0.376E-11  0.372      0.628      0.285E-11  0.159      0.499E-15  0.280E-07  0.244E-07
   8.54166  0.122E-05 -0.361E-11  0.423      0.577      0.282E-11  0.164      0.323E-15  0.279E-07  0.222E-07
   8.56303  0.121E-05 -0.354E-11  0.475      0.525      0.279E-11  0.168      0.102E-15  0.277E-07  0.219E-07
   8.58442  0.121E-05 -0.348E-11  0.530      0.470      0.277E-11  0.172     -0.134E-15  0.276E-07  0.236E-07
   8.60584  0.120E-05 -0.346E-11  0.586      0.414      0.275E-11  0.177     -0.352E-15  0.275E-07  0.258E-07
   8.62731  0.120E-05 -0.337E-11  0.641      0.359      0.273E-11  0.180     -0.512E-15  0.274E-07  0.271E-07
   8.64882  0.120E-05 -0.325E-11  0.696      0.304      0.270E-11  0.184     -0.583E-15  0.274E-07  0.266E-07
   8.67039  0.119E-05 -0.310E-11  0.749      0.251      0.267E-11  0.187     -0.548E-15  0.273E-07  0.243E-07
   8.69203  0.119E-05 -0.304E-11  0.799      0.201      0.263E-11  0.190     -0.409E-15  0.272E-07  0.215E-07
   8.71374  0.119E-05 -0.297E-11  0.846      0.154      0.259E-11  0.193     -0.189E-15  0.270E-07  0.202E-07
   8.73554  0.119E-05 -0.290E-11  0.887      0.113      0.256E-11  0.195      0.695E-16  0.269E-07  0.215E-07
   8.75743  0.119E-05 -0.286E-11  0.923      0.766E-01  0.253E-11  0.197      0.314E-15  0.268E-07  0.240E-07
   8.77942  0.119E-05 -0.282E-11  0.953      0.469E-01  0.251E-11  0.198      0.493E-15  0.267E-07  0.255E-07
   8.80151  0.119E-05 -0.279E-11  0.976      0.242E-01  0.248E-11  0.199      0.568E-15  0.267E-07  0.249E-07
   8.82370  0.119E-05 -0.276E-11  0.991      0.879E-02  0.244E-11  0.200      0.519E-15  0.266E-07  0.225E-07
   8.84601  0.119E-05 -0.274E-11  0.999      0.101E-02  0.241E-11  0.200      0.358E-15  0.266E-07  0.200E-07
   8.86843  0.119E-05 -0.272E-11  0.999      0.905E-03  0.239E-11  0.200      0.118E-15  0.265E-07  0.197E-07
   8.89096  0.119E-05 -0.270E-11  0.992      0.836E-02  0.237E-11  0.200     -0.147E-15  0.265E-07  0.218E-07
   8.91361  0.119E-05 -0.268E-11  0.977      0.231E-01  0.235E-11  0.199     -0.380E-15  0.264E-07  0.242E-07
   8.93637  0.119E-05 -0.267E-11  0.955      0.447E-01  0.233E-11  0.198     -0.530E-15  0.263E-07  0.249E-07
   8.95923  0.119E-05 -0.267E-11  0.927      0.726E-01  0.230E-11  0.197     -0.566E-15  0.263E-07  0.235E-07
   8.98220  0.119E-05 -0.265E-11  0.894      0.106      0.228E-11  0.195     -0.481E-15  0.262E-07  0.209E-07
   9.00527  0.119E-05 -0.269E-11  0.856      0.144      0.227E-11  0.193     -0.293E-15  0.262E-07  0.194E-07
   9.02844  0.118E-05 -0.270E-11  0.813      0.187      0.227E-11  0.190     -0.427E-16  0.261E-07  0.204E-07
   9.05168  0.118E-05 -0.277E-11  0.767      0.233      0.226E-11  0.187      0.218E-15  0.261E-07  0.229E-07
   9.07501  0.118E-05 -0.287E-11  0.719      0.281      0.226E-11  0.184      0.433E-15  0.260E-07  0.248E-07
   9.09841  0.118E-05 -0.291E-11  0.669      0.331      0.225E-11  0.180      0.560E-15  0.260E-07  0.250E-07
   9.12186  0.117E-05 -0.293E-11  0.619      0.381      0.225E-11  0.177      0.576E-15  0.259E-07  0.234E-07
   9.14537  0.117E-05 -0.302E-11  0.568      0.432      0.225E-11  0.173      0.481E-15  0.259E-07  0.211E-07
   9.16892  0.117E-05 -0.314E-11  0.517      0.483      0.226E-11  0.168      0.300E-15  0.258E-07  0.199E-07
   9.19251  0.116E-05 -0.321E-11  0.468      0.532      0.227E-11  0.164      0.710E-16  0.258E-07  0.207E-07
   9.21612  0.116E-05 -0.330E-11  0.420      0.580      0.229E-11  0.159     -0.163E-15  0.258E-07  0.231E-07
   9.23974  0.115E-05 -0.333E-11  0.375      0.625      0.231E-11  0.154     -0.364E-15  0.258E-07  0.253E-07
   9.26338  0.115E-05 -0.336E-11  0.332      0.668      0.233E-11  0.149     -0.506E-15  0.257E-07  0.265E-07
   9.28701  0.114E-05 -0.342E-11  0.291      0.709      0.235E-11  0.144     -0.575E-15  0.257E-07  0.262E-07
   9.31063  0.113E-05 -0.345E-11  0.253      0.747      0.236E-11  0.139     -0.569E-15  0.257E-07  0.247E-07
   9.33424  0.113E-05 -0.348E-11  0.218      0.782      0.238E-11  0.133     -0.494E-15  0.256E-07  0.227E-07
   9.35783  0.112E-05 -0.361E-11  0.187      0.813      0.240E-11  0.128     -0.364E-15  0.256E-07  0.214E-07
   9.38140  0.111E-05 -0.367E-11  0.158      0.842      0.243E-11  0.122     -0.198E-15  0.255E-07  0.214E-07
   9.40493  0.111E-05 -0.374E-11  0.132      0.868      0.246E-11  0.117     -0.144E-16  0.255E-07  0.229E-07
   9.42843  0.110E-05 -0.373E-11  0.110      0.890      0.251E-11  0.111      0.168E-15  0.254E-07  0.252E-07
   9.45188  0.109E-05 -0.370E-11  0.897E-01  0.910      0.255E-11  0.105      0.334E-15  0.254E-07  0.274E-07
   9.47530  0.108E-05 -0.370E-11  0.724E-01  0.928      0.259E-11  0.993E-01  0.472E-15  0.254E-07  0.292E-07
   9.49867  0.108E-05 -0.365E-11  0.576E-01  0.942      0.263E-11  0.935E-01  0.576E-15  0.253E-07  0.303E-07
   9.52199  0.107E-05 -0.366E-11  0.451E-01  0.955      0.267E-11  0.876E-01  0.644E-15  0.253E-07  0.305E-07
   9.54527  0.106E-05 -0.371E-11  0.347E-01  0.965      0.270E-11  0.818E-01  0.676E-15  0.252E-07  0.301E-07
   9.56849  0.105E-05 -0.373E-11  0.261E-01  0.974      0.274E-11  0.759E-01  0.675E-15  0.252E-07  0.291E-07
   9.59166  0.105E-05 -0.380E-11  0.192E-01  0.981      0.277E-11  0.700E-01  0.647E-15  0.251E-07  0.279E-07
   9.61478  0.104E-05 -0.381E-11  0.138E-01  0.986      0.281E-11  0.642E-01  0.596E-15  0.251E-07  0.267E-07
   9.63785  0.103E-05 -0.385E-11  0.953E-02  0.990      0.285E-11  0.584E-01  0.528E-15  0.250E-07  0.256E-07
   9.66086  0.102E-05 -0.386E-11  0.635E-02  0.994      0.289E-11  0.525E-01  0.447E-15  0.250E-07  0.250E-07
   9.68382  0.102E-05 -0.385E-11  0.403E-02  0.996      0.293E-11  0.467E-01  0.357E-15  0.249E-07  0.249E-07
   9.70672  0.101E-05 -0.386E-11  0.241E-02  0.998      0.298E-11  0.410E-01  0.262E-15  0.249E-07  0.253E-07
   9.72957  0.100E-05 -0.388E-11  0.134E-02  0.999      0.302E-11  0.352E-01  0.165E-15  0.248E-07  0.263E-07
   9.75237  0.995E-06 -0.390E-11  0.666E-03  0.999      0.306E-11  0.295E-01  0.667E-16  0.248E-07  0.276E-07
   9.77512  0.988E-06 -0.393E-11  0.286E-03   1.00      0.310E-11  0.238E-01 -0.313E-16  0.247E-07  0.292E-07
   9.79781  0.982E-06 -0.391E-11  0.972E-04   1.00      0.314E-11  0.181E-01 -0.129E-15  0.247E-07  0.310E-07
   9.82045  0.975E-06 -0.392E-11  0.220E-04   1.00      0.317E-11  0.124E-01 -0.225E-15  0.246E-07  0.331E-07
   9.84304  0.968E-06 -0.394E-11  0.201E-05   1.00      0.321E-11  0.681E-02 -0.320E-15  0.246E-07  0.352E-07
   9.86557  0.961E-06 -0.396E-11  0.202E-08   1.00      0.325E-11  0.121E-02 -0.415E-15  0.246E-07  0.374E-07
   9.88806  0.955E-06 -0.398E-11  0.348E-06   1.00      0.328E-11 -0.437E-02 -0.509E-15  0.245E-07  0.396E-07
   9.91049  0.948E-06 -0.399E-11  0.940E-05   1.00      0.330E-11 -0.992E-02 -0.603E-15  0.245E-07  0.418E-07
   9.93287  0.942E-06 -0.401E-11  0.560E-04   1.00      0.332E-11 -0.154E-01 -0.695E-15  0.244E-07  0.440E-07
   9.95521  0.936E-06 -0.400E-11  0.192E-03   1.00      0.334E-11 -0.209E-01 -0.786E-15  0.244E-07  0.461E-07
   9.97749  0.930E-06 -0.400E-11  0.493E-03   1.00      0.335E-11 -0.264E-01 -0.873E-15  0.243E-07  0.480E-07
   9.99972  0.923E-06 -0.404E-11  0.106E-02  0.999      0.335E-11 -0.319E-01 -0.954E-15  0.242E-07  0.497E-07
  10.02190  0.917E-06 -0.405E-11  0.201E-02  0.998      0.335E-11 -0.373E-01 -0.103E-14  0.242E-07  0.509E-07
  10.04404  0.911E-06 -0.407E-11  0.350E-02  0.997      0.334E-11 -0.427E-01 -0.109E-14  0.241E-07  0.517E-07
  10.06613  0.905E-06 -0.408E-11  0.569E-02  0.994      0.332E-11 -0.481E-01 -0.113E-14  0.240E-07  0.519E-07
  10.08817  0.899E-06 -0.415E-11  0.878E-02  0.991      0.330E-11 -0.534E-01 -0.116E-14  0.240E-07  0.512E-07
  10.11016  0.894E-06 -0.420E-11  0.130E-01  0.987      0.327E-11 -0.587E-01 -0.116E-14  0.239E-07  0.496E-07
  10.13211  0.888E-06 -0.430E-11  0.186E-01  0.981      0.323E-11 -0.640E-01 -0.113E-14  0.239E-07  0.470E-07
  10.15401  0.882E-06 -0.442E-11  0.257E-01  0.974      0.318E-11 -0.692E-01 -0.106E-14  0.238E-07  0.432E-07
  10.17587  0.877E-06 -0.451E-11  0.348E-01  0.965      0.313E-11 -0.744E-01 -0.946E-15  0.238E-07  0.384E-07
  10.19768  0.871E-06 -0.456E-11  0.460E-01  0.954      0.308E-11 -0.795E-01 -0.793E-15  0.237E-07  0.327E-07
  10.21946  0.866E-06 -0.453E-11  0.597E-01  0.940      0.303E-11 -0.846E-01 -0.598E-15  0.236E-07  0.270E-07
  10.24120  0.861E-06 -0.453E-11  0.761E-01  0.924      0.299E-11 -0.896E-01 -0.371E-15  0.235E-07  0.223E-07
  10.26290  0.856E-06 -0.451E-11  0.955E-01  0.904      0.297E-11 -0.946E-01 -0.121E-15  0.234E-07  0.207E-07
  10.28457  0.851E-06 -0.451E-11  0.118      0.882      0.296E-11 -0.995E-01  0.133E-15  0.234E-07  0.231E-07
  10.30621  0.846E-06 -0.444E-11  0.144      0.856      0.297E-11 -0.104      0.374E-15  0.233E-07  0.277E-07
  10.32783  0.842E-06 -0.440E-11  0.174      0.826      0.297E-11 -0.109      0.578E-15  0.232E-07  0.324E-07
  10.34942  0.838E-06 -0.430E-11  0.207      0.793      0.296E-11 -0.114      0.725E-15  0.231E-07  0.356E-07
  10.37100  0.834E-06 -0.423E-11  0.244      0.756      0.294E-11 -0.118      0.793E-15  0.231E-07  0.363E-07
  10.39256  0.830E-06 -0.419E-11  0.285      0.715      0.290E-11 -0.122      0.769E-15  0.230E-07  0.342E-07
