      a          H  rho/3H^2 -1   P_f/E_f    K_f/E_f    G_f/E_f            mean_fields            rms_fields
  13.48699  0.522E-06 -0.479E-11  0.494E-02  0.995      0.298E-11  0.352E-01  0.942E-15  0.179E-07  0.249E-07
  13.50980  0.519E-06 -0.483E-11  0.303E-02  0.997      0.302E-11  0.311E-01  0.802E-15  0.179E-07  0.238E-07
  13.53258  0.517E-06 -0.485E-11  0.173E-02  0.998      0.309E-11  0.270E-01  0.652E-15  0.179E-07  0.262E-07
  13.55531  0.514E-06 -0.486E-11  0.903E-03  0.999      0.318E-11  0.229E-01  0.496E-15  0.178E-07  0.310E-07
  13.57801  0.511E-06 -0.488E-11  0.414E-03   1.00      0.329E-11  0.188E-01  0.338E-15  0.178E-07  0.373E-07
  13.60066  0.509E-06 -0.491E-11  0.157E-03   1.00      0.342E-11  0.147E-01  0.178E-15  0.178E-07  0.442E-07
  13.62329  0.506E-06 -0.493E-11  0.431E-04   1.00      0.357E-11  0.106E-01  0.191E-16  0.178E-07  0.515E-07
  13.64587  0.504E-06 -0.497E-11  0.633E-05   1.00      0.372E-11  0.655E-02 -0.139E-15  0.178E-07  0.588E-07
  13.66841  0.501E-06 -0.499E-11  0.137E-06   1.00      0.389E-11  0.250E-02 -0.297E-15  0.177E-07  0.662E-07
  13.69092  0.499E-06 -0.503E-11  0.191E-07   1.00      0.407E-11 -0.153E-02 -0.454E-15  0.177E-07  0.734E-07
  13.71340  0.496E-06 -0.500E-11  0.335E-05   1.00      0.426E-11 -0.554E-02 -0.610E-15  0.177E-07  0.806E-07
  13.73583  0.494E-06 -0.506E-11  0.298E-04   1.00      0.445E-11 -0.955E-02 -0.767E-15  0.177E-07  0.876E-07
  13.75823  0.492E-06 -0.510E-11  0.122E-03   1.00      0.464E-11 -0.135E-01 -0.922E-15  0.177E-07  0.943E-07
  13.78059  0.489E-06 -0.507E-11  0.344E-03   1.00      0.483E-11 -0.175E-01 -0.108E-14  0.176E-07  0.101E-06
  13.80292  0.487E-06 -0.505E-11  0.785E-03  0.999      0.500E-11 -0.215E-01 -0.123E-14  0.176E-07  0.106E-06
  13.82521  0.484E-06 -0.497E-11  0.156E-02  0.998      0.513E-11 -0.254E-01 -0.137E-14  0.176E-07  0.111E-06
  13.84746  0.482E-06 -0.486E-11  0.280E-02  0.997      0.522E-11 -0.294E-01 -0.151E-14  0.175E-07  0.114E-06
  13.86968  0.480E-06 -0.475E-11  0.466E-02  0.995      0.525E-11 -0.333E-01 -0.163E-14  0.175E-07  0.116E-06
  13.89186  0.478E-06 -0.481E-11  0.733E-02  0.993      0.521E-11 -0.372E-01 -0.172E-14  0.175E-07  0.116E-06
  13.91401  0.475E-06 -0.501E-11  0.110E-01  0.989      0.507E-11 -0.411E-01 -0.179E-14  0.174E-07  0.113E-06
  13.93613  0.473E-06 -0.515E-11  0.159E-01  0.984      0.484E-11 -0.449E-01 -0.182E-14  0.174E-07  0.108E-06
  13.95821  0.471E-06 -0.502E-11  0.223E-01  0.978      0.452E-11 -0.488E-01 -0.180E-14  0.174E-07  0.992E-07
  13.98026  0.469E-06 -0.480E-11  0.304E-01  0.970      0.412E-11 -0.526E-01 -0.173E-14  0.173E-07  0.873E-07
  14.00228  0.467E-06 -0.460E-11  0.406E-01  0.959      0.371E-11 -0.564E-01 -0.159E-14  0.173E-07  0.721E-07
  14.02427  0.464E-06 -0.448E-11  0.530E-01  0.947      0.333E-11 -0.601E-01 -0.139E-14  0.173E-07  0.541E-07
  14.04622  0.462E-06 -0.441E-11  0.679E-01  0.932      0.306E-11 -0.638E-01 -0.111E-14  0.172E-07  0.349E-07
  14.06816  0.460E-06 -0.434E-11  0.857E-01  0.914      0.294E-11 -0.675E-01 -0.779E-15  0.172E-07  0.201E-07
  14.09006  0.458E-06 -0.433E-11  0.107      0.893      0.301E-11 -0.711E-01 -0.400E-15  0.171E-07  0.258E-07
  14.11194  0.457E-06 -0.439E-11  0.131      0.869      0.322E-11 -0.747E-01  0.419E-17  0.171E-07  0.436E-07
  14.13381  0.455E-06 -0.444E-11  0.158      0.842      0.351E-11 -0.782E-01  0.403E-15  0.170E-07  0.608E-07
  14.15565  0.453E-06 -0.465E-11  0.189      0.811      0.376E-11 -0.817E-01  0.764E-15  0.170E-07  0.735E-07
  14.17748  0.451E-06 -0.482E-11  0.224      0.776      0.386E-11 -0.850E-01  0.105E-14  0.169E-07  0.794E-07
  14.19930  0.450E-06 -0.466E-11  0.263      0.737      0.374E-11 -0.883E-01  0.123E-14  0.169E-07  0.772E-07
  14.22111  0.448E-06 -0.432E-11  0.305      0.695      0.343E-11 -0.915E-01  0.127E-14  0.168E-07  0.666E-07
  14.24292  0.447E-06 -0.413E-11  0.350      0.650      0.305E-11 -0.946E-01  0.115E-14  0.168E-07  0.487E-07
  14.26473  0.446E-06 -0.403E-11  0.398      0.602      0.277E-11 -0.975E-01  0.896E-15  0.167E-07  0.270E-07
  14.28655  0.444E-06 -0.399E-11  0.449      0.551      0.273E-11 -0.100      0.518E-15  0.167E-07  0.183E-07
  14.30838  0.443E-06 -0.399E-11  0.502      0.498      0.292E-11 -0.103      0.665E-16  0.166E-07  0.371E-07
  14.33022  0.442E-06 -0.401E-11  0.556      0.444      0.322E-11 -0.106     -0.392E-15  0.166E-07  0.566E-07
  14.35209  0.442E-06 -0.410E-11  0.611      0.389      0.341E-11 -0.108     -0.784E-15  0.165E-07  0.680E-07
  14.37399  0.441E-06 -0.406E-11  0.665      0.335      0.335E-11 -0.110     -0.104E-14  0.165E-07  0.682E-07
  14.39592  0.440E-06 -0.388E-11  0.719      0.281      0.305E-11 -0.112     -0.111E-14  0.164E-07  0.569E-07
  14.41788  0.440E-06 -0.380E-11  0.770      0.230      0.270E-11 -0.114     -0.975E-15  0.164E-07  0.363E-07
  14.43990  0.439E-06 -0.376E-11  0.818      0.182      0.254E-11 -0.116     -0.652E-15  0.163E-07  0.168E-07
  14.46196  0.439E-06 -0.376E-11  0.862      0.138      0.267E-11 -0.117     -0.199E-15  0.163E-07  0.296E-07
  14.48407  0.439E-06 -0.374E-11  0.902      0.983E-01  0.296E-11 -0.119      0.295E-15  0.163E-07  0.510E-07
  14.50624  0.439E-06 -0.373E-11  0.935      0.648E-01  0.316E-11 -0.120      0.725E-15  0.162E-07  0.637E-07
  14.52847  0.439E-06 -0.371E-11  0.962      0.378E-01  0.309E-11 -0.121      0.997E-15  0.162E-07  0.635E-07
  14.55077  0.438E-06 -0.369E-11  0.982      0.177E-01  0.278E-11 -0.121      0.105E-14  0.162E-07  0.502E-07
  14.57314  0.438E-06 -0.367E-11  0.995      0.511E-02  0.249E-11 -0.122      0.867E-15  0.161E-07  0.281E-07
  14.59557  0.438E-06 -0.365E-11   1.00      0.902E-04  0.243E-11 -0.122      0.490E-15  0.161E-07  0.172E-07
  14.61807  0.438E-06 -0.363E-11  0.997      0.274E-02  0.263E-11 -0.122      0.417E-17  0.161E-07  0.379E-07
  14.64064  0.438E-06 -0.361E-11  0.987      0.129E-01  0.291E-11 -0.121     -0.480E-15  0.160E-07  0.568E-07
  14.66328  0.438E-06 -0.360E-11  0.970      0.303E-01  0.301E-11 -0.121     -0.853E-15  0.160E-07  0.641E-07
  14.68598  0.438E-06 -0.357E-11  0.945      0.546E-01  0.284E-11 -0.120     -0.103E-14  0.160E-07  0.579E-07
  14.70875  0.438E-06 -0.355E-11  0.915      0.850E-01  0.253E-11 -0.119     -0.980E-15  0.160E-07  0.401E-07
  14.73159  0.438E-06 -0.352E-11  0.879      0.121      0.235E-11 -0.118     -0.710E-15  0.160E-07  0.189E-07
  14.75448  0.438E-06 -0.351E-11  0.838      0.162      0.244E-11 -0.116     -0.285E-15  0.160E-07  0.252E-07
  14.77742  0.437E-06 -0.352E-11  0.794      0.206      0.271E-11 -0.115      0.200E-15  0.160E-07  0.470E-07
  14.80041  0.437E-06 -0.360E-11  0.746      0.254      0.296E-11 -0.113      0.643E-15  0.160E-07  0.619E-07
  14.82345  0.436E-06 -0.371E-11  0.696      0.304      0.298E-11 -0.111      0.954E-15  0.160E-07  0.653E-07
  14.84653  0.436E-06 -0.361E-11  0.645      0.355      0.278E-11 -0.109      0.107E-14  0.160E-07  0.568E-07
  14.86964  0.435E-06 -0.357E-11  0.593      0.407      0.251E-11 -0.106      0.988E-15  0.160E-07  0.390E-07
  14.89278  0.434E-06 -0.355E-11  0.541      0.459      0.237E-11 -0.104      0.720E-15  0.160E-07  0.198E-07
  14.91594  0.433E-06 -0.357E-11  0.490      0.510      0.246E-11 -0.101      0.327E-15  0.160E-07  0.246E-07
  14.93911  0.432E-06 -0.365E-11  0.441      0.559      0.274E-11 -0.985E-01 -0.120E-15  0.160E-07  0.450E-07
  14.96230  0.431E-06 -0.379E-11  0.393      0.607      0.304E-11 -0.956E-01 -0.547E-15  0.160E-07  0.616E-07
  14.98550  0.429E-06 -0.423E-11  0.348      0.652      0.320E-11 -0.926E-01 -0.892E-15  0.159E-07  0.700E-07
  15.00869  0.428E-06 -0.431E-11  0.306      0.694      0.316E-11 -0.895E-01 -0.111E-14  0.159E-07  0.692E-07
  15.03189  0.427E-06 -0.409E-11  0.266      0.734      0.295E-11 -0.863E-01 -0.118E-14  0.159E-07  0.600E-07
  15.05508  0.425E-06 -0.398E-11  0.229      0.771      0.271E-11 -0.830E-01 -0.111E-14  0.159E-07  0.446E-07
  15.07825  0.424E-06 -0.392E-11  0.196      0.804      0.255E-11 -0.797E-01 -0.905E-15  0.159E-07  0.272E-07
  15.10141  0.422E-06 -0.394E-11  0.166      0.834      0.257E-11 -0.763E-01 -0.606E-15  0.159E-07  0.202E-07
  15.12456  0.420E-06 -0.402E-11  0.139      0.861      0.277E-11 -0.728E-01 -0.250E-15  0.159E-07  0.336E-07
  15.14768  0.419E-06 -0.414E-11  0.115      0.885      0.309E-11 -0.693E-01  0.128E-15  0.159E-07  0.515E-07
  15.17078  0.417E-06 -0.433E-11  0.940E-01  0.906      0.344E-11 -0.658E-01  0.492E-15  0.159E-07  0.670E-07
  15.19385  0.415E-06 -0.466E-11  0.759E-01  0.924      0.374E-11 -0.622E-01  0.819E-15  0.159E-07  0.782E-07
  15.21690  0.414E-06 -0.491E-11  0.604E-01  0.940      0.392E-11 -0.586E-01  0.109E-14  0.158E-07  0.846E-07
  15.23992  0.412E-06 -0.485E-11  0.472E-01  0.953      0.396E-11 -0.550E-01  0.130E-14  0.158E-07  0.863E-07
  15.26291  0.410E-06 -0.491E-11  0.363E-01  0.964      0.387E-11 -0.514E-01  0.144E-14  0.158E-07  0.837E-07
  15.28587  0.408E-06 -0.484E-11  0.273E-01  0.973      0.370E-11 -0.478E-01  0.151E-14  0.157E-07  0.776E-07
  15.30880  0.406E-06 -0.471E-11  0.201E-01  0.980      0.349E-11 -0.442E-01  0.153E-14  0.157E-07  0.688E-07
  15.33169  0.405E-06 -0.463E-11  0.144E-01  0.986      0.329E-11 -0.405E-01  0.150E-14  0.157E-07  0.583E-07
  15.35455  0.403E-06 -0.457E-11  0.999E-02  0.990      0.314E-11 -0.369E-01  0.142E-14  0.157E-07  0.471E-07
  15.37738  0.401E-06 -0.452E-11  0.666E-02  0.993      0.306E-11 -0.333E-01  0.131E-14  0.157E-07  0.369E-07
  15.40018  0.399E-06 -0.453E-11  0.424E-02  0.996      0.307E-11 -0.297E-01  0.117E-14  0.157E-07  0.302E-07
  15.42294  0.398E-06 -0.456E-11  0.255E-02  0.997      0.316E-11 -0.260E-01  0.102E-14  0.157E-07  0.302E-07
  15.44567  0.396E-06 -0.459E-11  0.142E-02  0.999      0.334E-11 -0.224E-01  0.854E-15  0.157E-07  0.367E-07
  15.46837  0.394E-06 -0.459E-11  0.711E-03  0.999      0.360E-11 -0.189E-01  0.681E-15  0.157E-07  0.470E-07
  15.49103  0.392E-06 -0.468E-11  0.308E-03   1.00      0.392E-11 -0.153E-01  0.503E-15  0.156E-07  0.589E-07
  15.51366  0.391E-06 -0.471E-11  0.107E-03   1.00      0.431E-11 -0.117E-01  0.324E-15  0.156E-07  0.712E-07
  15.53626  0.389E-06 -0.471E-11  0.252E-04   1.00      0.475E-11 -0.812E-02  0.144E-15  0.156E-07  0.837E-07
  15.55882  0.387E-06 -0.475E-11  0.254E-05   1.00      0.526E-11 -0.457E-02 -0.366E-16  0.156E-07  0.962E-07
  15.58135  0.386E-06 -0.479E-11  0.650E-08   1.00      0.582E-11 -0.103E-02 -0.216E-15  0.156E-07  0.109E-06
  15.60385  0.384E-06 -0.483E-11  0.235E-06   1.00      0.643E-11  0.251E-02 -0.395E-15  0.156E-07  0.121E-06
  15.62632  0.382E-06 -0.484E-11  0.793E-05   1.00      0.707E-11  0.603E-02 -0.574E-15  0.156E-07  0.133E-06
  15.64875  0.381E-06 -0.489E-11  0.501E-04   1.00      0.774E-11  0.955E-02 -0.752E-15  0.156E-07  0.144E-06
  15.67115  0.379E-06 -0.493E-11  0.177E-03   1.00      0.842E-11  0.131E-01 -0.928E-15  0.155E-07  0.155E-06
  15.69352  0.377E-06 -0.501E-11  0.460E-03   1.00      0.907E-11  0.165E-01 -0.110E-14  0.155E-07  0.165E-06
  15.71586  0.376E-06 -0.514E-11  0.996E-03  0.999      0.966E-11  0.200E-01 -0.127E-14  0.154E-07  0.174E-06
  15.73817  0.374E-06 -0.524E-11  0.190E-02  0.998      0.101E-10  0.235E-01 -0.143E-14  0.154E-07  0.181E-06
  15.76044  0.373E-06 -0.524E-11  0.333E-02  0.997      0.105E-10  0.270E-01 -0.157E-14  0.154E-07  0.186E-06
  15.78269  0.371E-06 -0.512E-11  0.543E-02  0.995      0.105E-10  0.304E-01 -0.169E-14  0.154E-07  0.188E-06
  15.80490  0.369E-06 -0.527E-11  0.840E-02  0.992      0.104E-10  0.338E-01 -0.179E-14  0.154E-07  0.186E-06
  15.82708  0.368E-06 -0.515E-11  0.124E-01  0.988      0.983E-11  0.373E-01 -0.185E-14  0.154E-07  0.181E-06
  15.84924  0.366E-06 -0.484E-11  0.178E-01  0.982      0.897E-11  0.407E-01 -0.186E-14  0.154E-07  0.170E-06
  15.87136  0.365E-06 -0.454E-11  0.247E-01  0.975      0.780E-11  0.440E-01 -0.182E-14  0.153E-07  0.154E-06
  15.89346  0.363E-06 -0.439E-11  0.334E-01  0.967      0.644E-11  0.474E-01 -0.171E-14  0.153E-07  0.133E-06
  15.91552  0.362E-06 -0.430E-11  0.442E-01  0.956      0.506E-11  0.507E-01 -0.153E-14  0.152E-07  0.106E-06
  15.93757  0.361E-06 -0.423E-11  0.573E-01  0.943      0.389E-11  0.540E-01 -0.129E-14  0.152E-07  0.744E-07
  15.95958  0.359E-06 -0.420E-11  0.730E-01  0.927      0.314E-11  0.573E-01 -0.977E-15  0.151E-07  0.416E-07
  15.98157  0.358E-06 -0.417E-11  0.917E-01  0.908      0.298E-11  0.605E-01 -0.608E-15  0.151E-07  0.233E-07
  16.00355  0.356E-06 -0.418E-11  0.113      0.887      0.345E-11  0.637E-01 -0.203E-15  0.151E-07  0.472E-07
  16.02550  0.355E-06 -0.428E-11  0.138      0.862      0.439E-11  0.669E-01  0.215E-15  0.150E-07  0.789E-07
  16.04743  0.354E-06 -0.437E-11  0.167      0.833      0.547E-11  0.699E-01  0.611E-15  0.150E-07  0.106E-06
  16.06935  0.353E-06 -0.469E-11  0.199      0.801      0.627E-11  0.730E-01  0.950E-15  0.150E-07  0.123E-06
  16.09125  0.352E-06 -0.506E-11  0.235      0.765      0.643E-11  0.759E-01  0.119E-14  0.150E-07  0.129E-06
  16.11315  0.351E-06 -0.448E-11  0.274      0.726      0.583E-11  0.788E-01  0.131E-14  0.149E-07  0.120E-06
  16.13504  0.350E-06 -0.421E-11  0.317      0.683      0.467E-11  0.816E-01  0.127E-14  0.149E-07  0.982E-07
  16.15693  0.349E-06 -0.406E-11  0.363      0.637      0.346E-11  0.843E-01  0.108E-14  0.148E-07  0.649E-07
  16.17883  0.348E-06 -0.400E-11  0.412      0.588      0.277E-11  0.869E-01  0.744E-15  0.147E-07  0.280E-07
  16.20073  0.347E-06 -0.401E-11  0.463      0.537      0.296E-11  0.894E-01  0.306E-15  0.147E-07  0.334E-07
  16.22264  0.346E-06 -0.401E-11  0.516      0.484      0.388E-11  0.917E-01 -0.175E-15  0.146E-07  0.703E-07
  16.24457  0.346E-06 -0.407E-11  0.570      0.430      0.495E-11  0.940E-01 -0.625E-15  0.146E-07  0.992E-07
  16.26652  0.345E-06 -0.427E-11  0.625      0.375      0.545E-11  0.961E-01 -0.968E-15  0.146E-07  0.112E-06
  16.28849  0.345E-06 -0.404E-11  0.679      0.321      0.499E-11  0.980E-01 -0.114E-14  0.146E-07  0.106E-06
  16.31050  0.344E-06 -0.393E-11  0.732      0.268      0.385E-11  0.998E-01 -0.111E-14  0.145E-07  0.810E-07
  16.33254  0.344E-06 -0.391E-11  0.783      0.217      0.282E-11  0.101     -0.866E-15  0.145E-07  0.429E-07
  16.35462  0.344E-06 -0.390E-11  0.830      0.170      0.262E-11  0.103     -0.456E-15  0.144E-07  0.221E-07
  16.37675  0.343E-06 -0.389E-11  0.873      0.127      0.338E-11  0.104      0.440E-16  0.144E-07  0.588E-07
  16.39892  0.343E-06 -0.389E-11  0.911      0.894E-01  0.445E-11  0.105      0.535E-15  0.143E-07  0.913E-07
  16.42115  0.343E-06 -0.388E-11  0.942      0.575E-01  0.494E-11  0.106      0.911E-15  0.143E-07  0.105E-06
  16.44343  0.343E-06 -0.386E-11  0.968      0.322E-01  0.442E-11  0.107      0.109E-14  0.143E-07  0.974E-07
  16.46577  0.343E-06 -0.385E-11  0.986      0.140E-01  0.330E-11  0.107      0.103E-14  0.143E-07  0.688E-07
  16.48817  0.343E-06 -0.383E-11  0.997      0.317E-02  0.251E-11  0.108      0.740E-15  0.143E-07  0.293E-07
  16.51063  0.343E-06 -0.381E-11   1.00      0.321E-04  0.269E-11  0.108      0.285E-15  0.142E-07  0.336E-07
  16.53315  0.343E-06 -0.379E-11  0.995      0.455E-02  0.366E-11  0.108     -0.233E-15  0.142E-07  0.725E-07
  16.55573  0.343E-06 -0.377E-11  0.983      0.166E-01  0.456E-11  0.107     -0.697E-15  0.142E-07  0.984E-07
  16.57837  0.343E-06 -0.375E-11  0.964      0.357E-01  0.461E-11  0.107     -0.100E-14  0.142E-07  0.103E-06
  16.60107  0.343E-06 -0.372E-11  0.938      0.616E-01  0.377E-11  0.106     -0.109E-14  0.142E-07  0.851E-07
  16.62383  0.343E-06 -0.369E-11  0.907      0.935E-01  0.275E-11  0.105     -0.933E-15  0.142E-07  0.503E-07
  16.64664  0.343E-06 -0.367E-11  0.869      0.131      0.240E-11  0.104     -0.575E-15  0.142E-07  0.203E-07
  16.66950  0.342E-06 -0.365E-11  0.827      0.173      0.300E-11  0.103     -0.934E-16  0.142E-07  0.513E-07
  16.69241  0.342E-06 -0.365E-11  0.782      0.218      0.406E-11  0.101      0.408E-15  0.142E-07  0.859E-07
  16.71536  0.342E-06 -0.375E-11  0.733      0.267      0.475E-11  0.995E-01  0.828E-15  0.142E-07  0.105E-06
  16.73835  0.341E-06 -0.377E-11  0.683      0.317      0.455E-11  0.977E-01  0.108E-14  0.142E-07  0.103E-06
  16.76137  0.341E-06 -0.365E-11  0.631      0.369      0.365E-11  0.957E-01  0.113E-14  0.142E-07  0.828E-07
  16.78442  0.340E-06 -0.361E-11  0.579      0.421      0.273E-11  0.936E-01  0.970E-15  0.142E-07  0.491E-07
  16.80749  0.340E-06 -0.359E-11  0.527      0.473      0.244E-11  0.913E-01  0.634E-15  0.142E-07  0.219E-07
  16.83058  0.339E-06 -0.364E-11  0.477      0.523      0.300E-11  0.890E-01  0.190E-15  0.142E-07  0.487E-07
  16.85369  0.338E-06 -0.371E-11  0.427      0.573      0.405E-11  0.865E-01 -0.285E-15  0.142E-07  0.829E-07
  16.87680  0.337E-06 -0.391E-11  0.380      0.620      0.498E-11  0.839E-01 -0.718E-15  0.141E-07  0.106E-06
  16.89992  0.337E-06 -0.439E-11  0.336      0.664      0.530E-11  0.812E-01 -0.105E-14  0.141E-07  0.115E-06
  16.92304  0.336E-06 -0.411E-11  0.294      0.706      0.487E-11  0.784E-01 -0.123E-14  0.141E-07  0.109E-06
  16.94615  0.335E-06 -0.386E-11  0.255      0.745      0.398E-11  0.756E-01 -0.126E-14  0.141E-07  0.889E-07
  16.96926  0.334E-06 -0.378E-11  0.219      0.781      0.309E-11  0.727E-01 -0.114E-14  0.141E-07  0.602E-07
  16.99235  0.332E-06 -0.377E-11  0.187      0.813      0.264E-11  0.697E-01 -0.891E-15  0.141E-07  0.312E-07
  17.01544  0.331E-06 -0.376E-11  0.157      0.843      0.284E-11  0.667E-01 -0.551E-15  0.141E-07  0.331E-07
  17.03850  0.330E-06 -0.383E-11  0.131      0.869      0.364E-11  0.636E-01 -0.159E-15  0.141E-07  0.628E-07
  17.06155  0.329E-06 -0.391E-11  0.108      0.892      0.477E-11  0.605E-01  0.248E-15  0.140E-07  0.925E-07
  17.08457  0.328E-06 -0.408E-11  0.880E-01  0.912      0.590E-11  0.574E-01  0.636E-15  0.140E-07  0.116E-06
  17.10758  0.327E-06 -0.435E-11  0.707E-01  0.929      0.675E-11  0.542E-01  0.980E-15  0.140E-07  0.132E-06
  17.13056  0.325E-06 -0.478E-11  0.559E-01  0.944      0.715E-11  0.510E-01  0.126E-14  0.141E-07  0.140E-06
  17.15351  0.324E-06 -0.483E-11  0.435E-01  0.957      0.705E-11  0.478E-01  0.147E-14  0.141E-07  0.140E-06
  17.17644  0.323E-06 -0.458E-11  0.332E-01  0.967      0.655E-11  0.446E-01  0.161E-14  0.141E-07  0.133E-06
  17.19934  0.322E-06 -0.439E-11  0.248E-01  0.975      0.579E-11  0.414E-01  0.167E-14  0.140E-07  0.121E-06
  17.22221  0.320E-06 -0.426E-11  0.181E-01  0.982      0.495E-11  0.382E-01  0.167E-14  0.140E-07  0.105E-06
  17.24505  0.319E-06 -0.420E-11  0.128E-01  0.987      0.418E-11  0.349E-01  0.161E-14  0.140E-07  0.863E-07
  17.26786  0.318E-06 -0.420E-11  0.876E-02  0.991      0.361E-11  0.317E-01  0.152E-14  0.140E-07  0.670E-07
  17.29065  0.317E-06 -0.420E-11  0.576E-02  0.994      0.332E-11  0.285E-01  0.138E-14  0.140E-07  0.501E-07
  17.31340  0.315E-06 -0.420E-11  0.360E-02  0.996      0.332E-11  0.253E-01  0.122E-14  0.140E-07  0.413E-07
  17.33613  0.314E-06 -0.418E-11  0.211E-02  0.998      0.364E-11  0.221E-01  0.105E-14  0.140E-07  0.462E-07
  17.35882  0.313E-06 -0.423E-11  0.113E-02  0.999      0.426E-11  0.189E-01  0.861E-15  0.140E-07  0.614E-07
  17.38149  0.312E-06 -0.426E-11  0.545E-03  0.999      0.515E-11  0.157E-01  0.666E-15  0.140E-07  0.808E-07
  17.40413  0.310E-06 -0.429E-11  0.221E-03   1.00      0.630E-11  0.125E-01  0.469E-15  0.140E-07  0.102E-06
  17.42673  0.309E-06 -0.428E-11  0.689E-04   1.00      0.768E-11  0.932E-02  0.270E-15  0.139E-07  0.123E-06
  17.44931  0.308E-06 -0.429E-11  0.132E-04   1.00      0.928E-11  0.615E-02  0.720E-16  0.139E-07  0.144E-06
  17.47186  0.307E-06 -0.433E-11  0.737E-06   1.00      0.111E-10  0.299E-02 -0.125E-15  0.139E-07  0.165E-06
  17.49438  0.306E-06 -0.435E-11  0.775E-11   1.00      0.130E-10 -0.170E-03 -0.322E-15  0.139E-07  0.185E-06
  17.51687  0.305E-06 -0.440E-11  0.114E-05   1.00      0.152E-10 -0.332E-02 -0.518E-15  0.139E-07  0.206E-06
  17.53933  0.303E-06 -0.439E-11  0.165E-04   1.00      0.175E-10 -0.646E-02 -0.713E-15  0.139E-07  0.225E-06
  17.56176  0.302E-06 -0.445E-11  0.808E-04   1.00      0.198E-10 -0.959E-02 -0.909E-15  0.139E-07  0.244E-06
  17.58417  0.301E-06 -0.453E-11  0.252E-03   1.00      0.222E-10 -0.127E-01 -0.110E-14  0.138E-07  0.262E-06
  17.60654  0.300E-06 -0.461E-11  0.609E-03  0.999      0.245E-10 -0.158E-01 -0.130E-14  0.138E-07  0.278E-06
  17.62889  0.299E-06 -0.476E-11  0.126E-02  0.999      0.265E-10 -0.189E-01 -0.148E-14  0.138E-07  0.292E-06
  17.65121  0.298E-06 -0.499E-11  0.232E-02  0.998      0.281E-10 -0.220E-01 -0.166E-14  0.138E-07  0.302E-06
  17.67350  0.297E-06 -0.525E-11  0.395E-02  0.996      0.290E-10 -0.251E-01 -0.183E-14  0.138E-07  0.309E-06
  17.69577  0.295E-06 -0.527E-11  0.632E-02  0.994      0.291E-10 -0.282E-01 -0.198E-14  0.137E-07  0.311E-06
  17.71800  0.294E-06 -0.497E-11  0.962E-02  0.990      0.281E-10 -0.313E-01 -0.210E-14  0.137E-07  0.306E-06
  17.74021  0.293E-06 -0.460E-11  0.141E-01  0.986      0.259E-10 -0.343E-01 -0.218E-14  0.137E-07  0.293E-06
  17.76239  0.292E-06 -0.437E-11  0.199E-01  0.980      0.225E-10 -0.373E-01 -0.221E-14  0.137E-07  0.273E-06
  17.78455  0.291E-06 -0.420E-11  0.274E-01  0.973      0.182E-10 -0.404E-01 -0.218E-14  0.137E-07  0.243E-06
  17.80668  0.290E-06 -0.411E-11  0.367E-01  0.963      0.134E-10 -0.434E-01 -0.209E-14  0.137E-07  0.204E-06
  17.82879  0.289E-06 -0.409E-11  0.482E-01  0.952      0.882E-11 -0.463E-01 -0.191E-14  0.136E-07  0.156E-06
  17.85087  0.288E-06 -0.403E-11  0.621E-01  0.938      0.519E-11 -0.493E-01 -0.165E-14  0.136E-07  0.102E-06
  17.87293  0.287E-06 -0.404E-11  0.787E-01  0.921      0.328E-11 -0.522E-01 -0.129E-14  0.136E-07  0.473E-07
  17.89497  0.286E-06 -0.405E-11  0.983E-01  0.902      0.353E-11 -0.551E-01 -0.865E-15  0.135E-07  0.431E-07
  17.91700  0.285E-06 -0.408E-11  0.121      0.879      0.585E-11 -0.579E-01 -0.373E-15  0.135E-07  0.955E-07
  17.93900  0.284E-06 -0.407E-11  0.147      0.853      0.949E-11 -0.607E-01  0.152E-15  0.135E-07  0.147E-06
  17.96099  0.283E-06 -0.419E-11  0.177      0.823      0.132E-10 -0.635E-01  0.671E-15  0.134E-07  0.187E-06
  17.98297  0.282E-06 -0.453E-11  0.210      0.790      0.154E-10 -0.662E-01  0.114E-14  0.134E-07  0.209E-06
  18.00493  0.282E-06 -0.459E-11  0.247      0.753      0.151E-10 -0.688E-01  0.150E-14  0.133E-07  0.210E-06
  18.02689  0.281E-06 -0.416E-11  0.287      0.713      0.123E-10 -0.713E-01  0.170E-14  0.133E-07  0.188E-06
  18.04885  0.280E-06 -0.406E-11  0.330      0.670      0.801E-11 -0.738E-01  0.171E-14  0.133E-07  0.144E-06
  18.07080  0.280E-06 -0.403E-11  0.377      0.623      0.424E-11 -0.762E-01  0.151E-14  0.132E-07  0.832E-07
  18.09276  0.279E-06 -0.403E-11  0.427      0.573      0.286E-11 -0.785E-01  0.111E-14  0.132E-07  0.293E-07
  18.11473  0.278E-06 -0.401E-11  0.479      0.521      0.459E-11 -0.807E-01  0.548E-15  0.131E-07  0.752E-07
  18.13671  0.278E-06 -0.400E-11  0.532      0.468      0.834E-11 -0.828E-01 -0.103E-15  0.131E-07  0.135E-06
  18.15870  0.277E-06 -0.405E-11  0.586      0.414      0.117E-10 -0.848E-01 -0.742E-15  0.130E-07  0.175E-06
  18.18072  0.277E-06 -0.419E-11  0.641      0.359      0.124E-10 -0.866E-01 -0.126E-14  0.130E-07  0.186E-06
